0.000000	 0.000000
0.001000	 0.000000
0.002000	 0.000000
0.003000	 0.000000
0.004000	 0.000000
0.005000	 0.000000
0.006000	 0.000000
0.007000	 0.000000
0.008000	 0.000000
0.009000	 0.000000
0.010000	 0.000000
0.011000	 0.000000
0.012000	 0.000000
0.013000	 0.000000
0.014000	 0.000000
0.015000	 0.000001
0.016000	 0.000001
0.017000	 0.000001
0.018000	 0.000001
0.019000	 0.000001
0.020000	 0.000001
0.021000	 0.000002
0.022000	 0.000002
0.023000	 0.000002
0.024000	 0.000002
0.025000	 0.000003
0.026000	 0.000003
0.027000	 0.000003
0.028000	 0.000004
0.029000	 0.000004
0.030000	 0.000004
0.031000	 0.000005
0.032000	 0.000005
0.033000	 0.000006
0.034000	 0.000007
0.035000	 0.000007
0.036000	 0.000008
0.037000	 0.000008
0.038000	 0.000009
0.039000	 0.000010
0.040000	 0.000011
0.041000	 0.000011
0.042000	 0.000012
0.043000	 0.000013
0.044000	 0.000014
0.045000	 0.000015
0.046000	 0.000016
0.047000	 0.000017
0.048000	 0.000018
0.049000	 0.000020
0.050000	 0.000021
0.051000	 0.000022
0.052000	 0.000023
0.053000	 0.000025
0.054000	 0.000026
0.055000	 0.000028
0.056000	 0.000029
0.057000	 0.000031
0.058000	 0.000032
0.059000	 0.000034
0.060000	 0.000036
0.061000	 0.000038
0.062000	 0.000040
0.063000	 0.000042
0.064000	 0.000044
0.065000	 0.000046
0.066000	 0.000048
0.067000	 0.000050
0.068000	 0.000052
0.069000	 0.000055
0.070000	 0.000057
0.071000	 0.000060
0.072000	 0.000062
0.073000	 0.000065
0.074000	 0.000067
0.075000	 0.000070
0.076000	 0.000073
0.077000	 0.000076
0.078000	 0.000079
0.079000	 0.000082
0.080000	 0.000085
0.081000	 0.000089
0.082000	 0.000092
0.083000	 0.000095
0.084000	 0.000099
0.085000	 0.000102
0.086000	 0.000106
0.087000	 0.000110
0.088000	 0.000113
0.089000	 0.000117
0.090000	 0.000121
0.091000	 0.000125
0.092000	 0.000130
0.093000	 0.000134
0.094000	 0.000138
0.095000	 0.000143
0.096000	 0.000147
0.097000	 0.000152
0.098000	 0.000157
0.099000	 0.000162
0.100000	 0.000166
0.101000	 0.000172
0.102000	 0.000177
0.103000	 0.000182
0.104000	 0.000187
0.105000	 0.000193
0.106000	 0.000198
0.107000	 0.000204
0.108000	 0.000210
0.109000	 0.000216
0.110000	 0.000222
0.111000	 0.000228
0.112000	 0.000234
0.113000	 0.000240
0.114000	 0.000247
0.115000	 0.000253
0.116000	 0.000260
0.117000	 0.000267
0.118000	 0.000273
0.119000	 0.000280
0.120000	 0.000288
0.121000	 0.000295
0.122000	 0.000302
0.123000	 0.000310
0.124000	 0.000317
0.125000	 0.000325
0.126000	 0.000333
0.127000	 0.000341
0.128000	 0.000349
0.129000	 0.000357
0.130000	 0.000366
0.131000	 0.000374
0.132000	 0.000383
0.133000	 0.000391
0.134000	 0.000400
0.135000	 0.000409
0.136000	 0.000418
0.137000	 0.000428
0.138000	 0.000437
0.139000	 0.000447
0.140000	 0.000456
0.141000	 0.000466
0.142000	 0.000476
0.143000	 0.000486
0.144000	 0.000497
0.145000	 0.000507
0.146000	 0.000518
0.147000	 0.000528
0.148000	 0.000539
0.149000	 0.000550
0.150000	 0.000561
0.151000	 0.000572
0.152000	 0.000584
0.153000	 0.000596
0.154000	 0.000607
0.155000	 0.000619
0.156000	 0.000631
0.157000	 0.000643
0.158000	 0.000656
0.159000	 0.000668
0.160000	 0.000681
0.161000	 0.000694
0.162000	 0.000707
0.163000	 0.000720
0.164000	 0.000733
0.165000	 0.000747
0.166000	 0.000760
0.167000	 0.000774
0.168000	 0.000788
0.169000	 0.000802
0.170000	 0.000816
0.171000	 0.000831
0.172000	 0.000846
0.173000	 0.000860
0.174000	 0.000875
0.175000	 0.000890
0.176000	 0.000906
0.177000	 0.000921
0.178000	 0.000937
0.179000	 0.000953
0.180000	 0.000969
0.181000	 0.000985
0.182000	 0.001001
0.183000	 0.001018
0.184000	 0.001035
0.185000	 0.001052
0.186000	 0.001069
0.187000	 0.001086
0.188000	 0.001104
0.189000	 0.001121
0.190000	 0.001139
0.191000	 0.001157
0.192000	 0.001175
0.193000	 0.001194
0.194000	 0.001212
0.195000	 0.001231
0.196000	 0.001250
0.197000	 0.001269
0.198000	 0.001289
0.199000	 0.001308
0.200000	 0.001328
0.201000	 0.001348
0.202000	 0.001368
0.203000	 0.001388
0.204000	 0.001409
0.205000	 0.001430
0.206000	 0.001451
0.207000	 0.001472
0.208000	 0.001493
0.209000	 0.001515
0.210000	 0.001537
0.211000	 0.001559
0.212000	 0.001581
0.213000	 0.001603
0.214000	 0.001626
0.215000	 0.001649
0.216000	 0.001672
0.217000	 0.001695
0.218000	 0.001718
0.219000	 0.001742
0.220000	 0.001766
0.221000	 0.001790
0.222000	 0.001815
0.223000	 0.001839
0.224000	 0.001864
0.225000	 0.001889
0.226000	 0.001914
0.227000	 0.001939
0.228000	 0.001965
0.229000	 0.001991
0.230000	 0.002017
0.231000	 0.002043
0.232000	 0.002070
0.233000	 0.002097
0.234000	 0.002124
0.235000	 0.002151
0.236000	 0.002178
0.237000	 0.002206
0.238000	 0.002234
0.239000	 0.002262
0.240000	 0.002291
0.241000	 0.002319
0.242000	 0.002348
0.243000	 0.002377
0.244000	 0.002407
0.245000	 0.002436
0.246000	 0.002466
0.247000	 0.002496
0.248000	 0.002527
0.249000	 0.002557
0.250000	 0.002588
0.251000	 0.002619
0.252000	 0.002650
0.253000	 0.002682
0.254000	 0.002714
0.255000	 0.002746
0.256000	 0.002778
0.257000	 0.002810
0.258000	 0.002843
0.259000	 0.002876
0.260000	 0.002910
0.261000	 0.002943
0.262000	 0.002977
0.263000	 0.003011
0.264000	 0.003045
0.265000	 0.003080
0.266000	 0.003115
0.267000	 0.003150
0.268000	 0.003185
0.269000	 0.003221
0.270000	 0.003257
0.271000	 0.003293
0.272000	 0.003329
0.273000	 0.003366
0.274000	 0.003403
0.275000	 0.003440
0.276000	 0.003477
0.277000	 0.003515
0.278000	 0.003553
0.279000	 0.003591
0.280000	 0.003630
0.281000	 0.003669
0.282000	 0.003708
0.283000	 0.003747
0.284000	 0.003787
0.285000	 0.003827
0.286000	 0.003867
0.287000	 0.003908
0.288000	 0.003948
0.289000	 0.003989
0.290000	 0.004031
0.291000	 0.004072
0.292000	 0.004114
0.293000	 0.004156
0.294000	 0.004199
0.295000	 0.004242
0.296000	 0.004285
0.297000	 0.004328
0.298000	 0.004372
0.299000	 0.004415
0.300000	 0.004460
0.301000	 0.004504
0.302000	 0.004549
0.303000	 0.004594
0.304000	 0.004639
0.305000	 0.004685
0.306000	 0.004731
0.307000	 0.004777
0.308000	 0.004824
0.309000	 0.004870
0.310000	 0.004918
0.311000	 0.004965
0.312000	 0.005013
0.313000	 0.005061
0.314000	 0.005109
0.315000	 0.005158
0.316000	 0.005207
0.317000	 0.005256
0.318000	 0.005306
0.319000	 0.005355
0.320000	 0.005406
0.321000	 0.005456
0.322000	 0.005507
0.323000	 0.005558
0.324000	 0.005609
0.325000	 0.005661
0.326000	 0.005713
0.327000	 0.005766
0.328000	 0.005818
0.329000	 0.005871
0.330000	 0.005924
0.331000	 0.005978
0.332000	 0.006032
0.333000	 0.006086
0.334000	 0.006141
0.335000	 0.006196
0.336000	 0.006251
0.337000	 0.006307
0.338000	 0.006362
0.339000	 0.006419
0.340000	 0.006475
0.341000	 0.006532
0.342000	 0.006589
0.343000	 0.006647
0.344000	 0.006705
0.345000	 0.006763
0.346000	 0.006821
0.347000	 0.006880
0.348000	 0.006939
0.349000	 0.006999
0.350000	 0.007059
0.351000	 0.007119
0.352000	 0.007179
0.353000	 0.007240
0.354000	 0.007301
0.355000	 0.007363
0.356000	 0.007425
0.357000	 0.007487
0.358000	 0.007549
0.359000	 0.007612
0.360000	 0.007676
0.361000	 0.007739
0.362000	 0.007803
0.363000	 0.007867
0.364000	 0.007932
0.365000	 0.007997
0.366000	 0.008062
0.367000	 0.008128
0.368000	 0.008194
0.369000	 0.008260
0.370000	 0.008327
0.371000	 0.008394
0.372000	 0.008462
0.373000	 0.008529
0.374000	 0.008598
0.375000	 0.008666
0.376000	 0.008735
0.377000	 0.008804
0.378000	 0.008874
0.379000	 0.008944
0.380000	 0.009014
0.381000	 0.009085
0.382000	 0.009156
0.383000	 0.009227
0.384000	 0.009299
0.385000	 0.009371
0.386000	 0.009443
0.387000	 0.009516
0.388000	 0.009589
0.389000	 0.009663
0.390000	 0.009737
0.391000	 0.009811
0.392000	 0.009886
0.393000	 0.009961
0.394000	 0.010036
0.395000	 0.010112
0.396000	 0.010188
0.397000	 0.010265
0.398000	 0.010342
0.399000	 0.010419
0.400000	 0.010497
0.401000	 0.010575
0.402000	 0.010653
0.403000	 0.010732
0.404000	 0.010811
0.405000	 0.010891
0.406000	 0.010971
0.407000	 0.011051
0.408000	 0.011132
0.409000	 0.011213
0.410000	 0.011295
0.411000	 0.011377
0.412000	 0.011459
0.413000	 0.011542
0.414000	 0.011625
0.415000	 0.011708
0.416000	 0.011792
0.417000	 0.011876
0.418000	 0.011961
0.419000	 0.012046
0.420000	 0.012131
0.421000	 0.012217
0.422000	 0.012304
0.423000	 0.012390
0.424000	 0.012477
0.425000	 0.012565
0.426000	 0.012652
0.427000	 0.012741
0.428000	 0.012829
0.429000	 0.012918
0.430000	 0.013008
0.431000	 0.013098
0.432000	 0.013188
0.433000	 0.013278
0.434000	 0.013369
0.435000	 0.013461
0.436000	 0.013553
0.437000	 0.013645
0.438000	 0.013738
0.439000	 0.013831
0.440000	 0.013924
0.441000	 0.014018
0.442000	 0.014113
0.443000	 0.014207
0.444000	 0.014302
0.445000	 0.014398
0.446000	 0.014494
0.447000	 0.014590
0.448000	 0.014687
0.449000	 0.014784
0.450000	 0.014882
0.451000	 0.014980
0.452000	 0.015079
0.453000	 0.015178
0.454000	 0.015277
0.455000	 0.015377
0.456000	 0.015477
0.457000	 0.015578
0.458000	 0.015679
0.459000	 0.015780
0.460000	 0.015882
0.461000	 0.015984
0.462000	 0.016087
0.463000	 0.016190
0.464000	 0.016294
0.465000	 0.016398
0.466000	 0.016502
0.467000	 0.016607
0.468000	 0.016713
0.469000	 0.016818
0.470000	 0.016925
0.471000	 0.017031
0.472000	 0.017138
0.473000	 0.017246
0.474000	 0.017354
0.475000	 0.017462
0.476000	 0.017571
0.477000	 0.017680
0.478000	 0.017790
0.479000	 0.017900
0.480000	 0.018011
0.481000	 0.018122
0.482000	 0.018233
0.483000	 0.018345
0.484000	 0.018458
0.485000	 0.018570
0.486000	 0.018684
0.487000	 0.018797
0.488000	 0.018912
0.489000	 0.019026
0.490000	 0.019141
0.491000	 0.019257
0.492000	 0.019373
0.493000	 0.019489
0.494000	 0.019606
0.495000	 0.019723
0.496000	 0.019841
0.497000	 0.019960
0.498000	 0.020078
0.499000	 0.020197
0.500000	 0.020317
0.501000	 0.020437
0.502000	 0.020558
0.503000	 0.020679
0.504000	 0.020800
0.505000	 0.020922
0.506000	 0.021044
0.507000	 0.021167
0.508000	 0.021291
0.509000	 0.021414
0.510000	 0.021539
0.511000	 0.021663
0.512000	 0.021789
0.513000	 0.021914
0.514000	 0.022040
0.515000	 0.022167
0.516000	 0.022294
0.517000	 0.022422
0.518000	 0.022550
0.519000	 0.022678
0.520000	 0.022807
0.521000	 0.022936
0.522000	 0.023066
0.523000	 0.023197
0.524000	 0.023328
0.525000	 0.023459
0.526000	 0.023591
0.527000	 0.023723
0.528000	 0.023856
0.529000	 0.023989
0.530000	 0.024123
0.531000	 0.024257
0.532000	 0.024392
0.533000	 0.024527
0.534000	 0.024662
0.535000	 0.024799
0.536000	 0.024935
0.537000	 0.025072
0.538000	 0.025210
0.539000	 0.025348
0.540000	 0.025487
0.541000	 0.025626
0.542000	 0.025765
0.543000	 0.025905
0.544000	 0.026046
0.545000	 0.026187
0.546000	 0.026328
0.547000	 0.026470
0.548000	 0.026613
0.549000	 0.026756
0.550000	 0.026899
0.551000	 0.027043
0.552000	 0.027188
0.553000	 0.027333
0.554000	 0.027478
0.555000	 0.027624
0.556000	 0.027771
0.557000	 0.027918
0.558000	 0.028065
0.559000	 0.028213
0.560000	 0.028362
0.561000	 0.028511
0.562000	 0.028660
